Age,Gender,Education,Job Title,Experience (Years),Monthly Salary (INR)
22,Female,Bachelor,Project Manager,2,52825
48,Female,Bachelor,Teacher,5,24008
31,Female,Bachelor,Financial Analyst,10,42632
48,Male,Bachelor,Research Analyst,16,35823
40,Male,Bachelor,Content Writer,19,31994
59,Male,Bachelor,Network Engineer,1,25893
56,Male,High School,Electrical Engineer,28,60154
51,Female,Master,Mechanical Engineer,23,58492
23,Female,PhD,Operations Manager,1,40941
56,Other,Bachelor,Network Engineer,17,36773
58,Female,High School,Electrical Engineer,12,40960
55,Female,Master,Sales Executive,0,20000
25,Male,Master,System Administrator,3,27418
54,Male,Bachelor,Mechanical Engineer,3,27017
28,Female,Master,IT Support Specialist,3,22711
44,Male,Bachelor,Product Manager,19,64889
30,Male,Bachelor,HR Manager,2,36938
49,Male,Bachelor,Data Scientist,4,44697
35,Female,High School,Civil Engineer,9,31954
55,Female,Diploma,IT Support Specialist,25,49219
26,Female,Master,Legal Advisor,5,33865
43,Female,Diploma,Teacher,13,31698
50,Female,PhD,Civil Engineer,14,35218
60,Male,Master,Accountant,26,48232
39,Male,Bachelor,Content Writer,15,37977
30,Female,Master,UI/UX Designer,4,30190
59,Female,Bachelor,Research Analyst,1,26062
55,Male,Bachelor,Business Analyst,2,31194
40,Male,Bachelor,Operations Manager,12,47132
24,Male,Master,Operations Manager,1,41055
45,Female,Bachelor,Network Engineer,13,43206
35,Other,PhD,Civil Engineer,15,42306
60,Female,Diploma,Graphic Designer,40,45629
22,Female,Master,HR Manager,0,35000
29,Female,Bachelor,IT Support Specialist,2,22925
48,Female,Bachelor,Research Analyst,24,54911
34,Female,Bachelor,Project Manager,8,61805
26,Female,Bachelor,Software Engineer,4,33660
41,Female,Bachelor,Financial Analyst,9,40286
36,Female,Bachelor,Data Scientist,3,42854
46,Female,High School,Civil Engineer,17,43017
27,Male,Master,System Administrator,7,29443
60,Female,High School,Product Manager,39,72987
56,Female,Bachelor,Content Writer,23,33145
42,Other,Bachelor,Financial Analyst,21,49199
25,Male,Diploma,Electrical Engineer,3,27434
48,Female,Master,Legal Advisor,6,33817
58,Male,Master,Customer Support,1,15939
43,Male,Bachelor,Product Manager,9,56612
38,Male,Diploma,Civil Engineer,13,38704
47,Female,Master,Teacher,21,31743
21,Male,Bachelor,Marketing Manager,0,30000
34,Male,PhD,Financial Analyst,4,34742
52,Male,Master,Sales Executive,17,38056
58,Female,Master,Sales Executive,10,29975
45,Male,Master,Research Analyst,25,59905
29,Female,Master,Mechanical Engineer,1,25538
34,Male,Diploma,Mechanical Engineer,4,29137
52,Female,Bachelor,Electrical Engineer,11,37703
22,Male,Diploma,Product Manager,0,50000
23,Female,Diploma,System Administrator,2,26182
59,Male,Master,Graphic Designer,8,27113
32,Female,Master,Accountant,11,39184
60,Other,Master,Legal Advisor,31,49446
41,Male,Diploma,Product Manager,2,51290
35,Other,Diploma,Graphic Designer,4,23531
44,Male,Bachelor,Teacher,18,35289
44,Female,Master,Operations Manager,6,47555
36,Male,Master,Content Writer,13,29614
52,Female,Master,HR Manager,6,42590
47,Male,Bachelor,Financial Analyst,20,44421
44,Other,Master,Research Analyst,20,51743
36,Male,Diploma,Mechanical Engineer,0,25000
57,Male,Master,Project Manager,31,73409
30,Female,Bachelor,Business Analyst,1,30874
26,Female,Bachelor,Graphic Designer,2,21272
43,Female,Bachelor,HR Manager,22,62653
53,Male,Bachelor,HR Manager,28,50369
40,Female,Master,HR Manager,19,44982
31,Female,Master,Sales Executive,1,20807
48,Male,Diploma,System Administrator,23,53238
22,Female,Master,Network Engineer,1,25751
36,Male,Master,Financial Analyst,2,31887
56,Male,Bachelor,Accountant,13,34173
28,Male,Bachelor,Operations Manager,0,40000
38,Male,Bachelor,UI/UX Designer,8,34563
54,Female,Bachelor,Business Analyst,27,63741
46,Male,Bachelor,Business Analyst,18,52565
47,Male,PhD,Content Writer,27,54226
58,Female,Bachelor,Financial Analyst,38,58706
56,Male,Bachelor,Product Manager,29,81300
35,Male,Master,Research Analyst,14,35085
40,Female,High School,Content Writer,11,26745
23,Female,High School,Operations Manager,1,41473
29,Male,Bachelor,Accountant,9,35069
41,Male,Bachelor,Legal Advisor,0,30000
46,Male,Master,Software Engineer,26,44691
46,Male,Diploma,Marketing Manager,4,34919
35,Male,Bachelor,Business Analyst,12,40152
32,Male,Bachelor,Legal Advisor,5,32791
42,Male,Diploma,Teacher,6,24265
34,Other,Bachelor,Marketing Manager,7,33588
37,Female,Diploma,Graphic Designer,7,26202
43,Female,Diploma,Graphic Designer,19,44122
47,Female,Diploma,Operations Manager,20,64496
27,Male,PhD,HR Manager,6,38798
37,Female,Master,Civil Engineer,7,34092
32,Female,Bachelor,IT Support Specialist,12,35426
36,Female,Master,Research Analyst,9,29931
46,Male,Bachelor,Software Engineer,24,43045
30,Male,Bachelor,Marketing Manager,10,37718
39,Female,Diploma,Financial Analyst,19,57958
24,Male,Master,Teacher,1,21366
36,Male,Bachelor,Software Engineer,5,37416
31,Female,Bachelor,Software Engineer,3,32141
29,Male,Bachelor,UI/UX Designer,8,33714
23,Female,Bachelor,Marketing Manager,3,31558
36,Female,Master,Marketing Manager,5,35043
44,Other,Master,System Administrator,1,26348
31,Female,PhD,Customer Support,10,20234
23,Female,Master,Electrical Engineer,3,26597
50,Female,Diploma,System Administrator,8,36180
30,Male,Master,Content Writer,0,18000
56,Male,Master,Content Writer,4,20220
27,Female,Master,UI/UX Designer,1,26139
27,Male,Master,Graphic Designer,6,24752
60,Other,Master,Business Analyst,13,41209
58,Female,PhD,Teacher,7,25893
60,Female,Bachelor,Graphic Designer,32,65919
29,Male,Bachelor,IT Support Specialist,3,21549
27,Male,Master,Business Analyst,4,32276
50,Male,Bachelor,Business Analyst,3,33199
40,Male,Bachelor,Mechanical Engineer,11,37613
30,Other,Diploma,Product Manager,8,58274
51,Female,Bachelor,Mechanical Engineer,4,28763
39,Male,High School,IT Support Specialist,18,42264
30,Female,Master,Civil Engineer,6,30564
44,Female,Bachelor,Business Analyst,16,44983
29,Female,Master,HR Manager,4,38990
40,Male,Master,Business Analyst,13,48451
47,Female,Diploma,Marketing Manager,27,44050
39,Female,Bachelor,IT Support Specialist,1,21343
54,Male,Bachelor,Business Analyst,24,47131
51,Male,Bachelor,Business Analyst,2,32208
38,Female,Bachelor,Business Analyst,1,31189
27,Male,Bachelor,Content Writer,1,18626
46,Female,High School,Data Scientist,5,44077
43,Female,Master,HR Manager,8,45286
50,Female,PhD,Marketing Manager,12,47962
41,Male,PhD,Mechanical Engineer,11,33341
30,Male,Bachelor,Customer Support,2,16069
34,Female,Bachelor,Product Manager,7,56579
25,Male,Bachelor,Content Writer,3,21129
50,Male,Bachelor,Project Manager,26,79539
38,Female,Diploma,Accountant,7,29366
25,Male,Bachelor,System Administrator,0,25000
22,Female,Diploma,Financial Analyst,1,31315
24,Male,Bachelor,Operations Manager,4,45800
27,Female,Bachelor,Marketing Manager,4,32668
55,Female,Bachelor,Software Engineer,21,56889
37,Other,Diploma,UI/UX Designer,7,34740
51,Male,PhD,Content Writer,28,59171
30,Male,Bachelor,Mechanical Engineer,7,34915
43,Other,Bachelor,UI/UX Designer,18,51104
26,Female,Bachelor,Content Writer,0,18000
21,Male,Diploma,Business Analyst,0,30000
50,Female,Bachelor,Graphic Designer,8,25319
37,Female,Master,Product Manager,13,61911
48,Female,Master,Content Writer,19,40655
49,Male,Bachelor,Accountant,22,37923
23,Female,Bachelor,Accountant,0,25000
44,Female,Bachelor,Data Scientist,23,57339
36,Female,Master,Business Analyst,10,38226
37,Male,Master,Marketing Manager,14,40699
21,Male,Bachelor,UI/UX Designer,1,26370
52,Male,Master,Accountant,5,32253
21,Male,Diploma,Product Manager,1,50564
41,Male,Bachelor,IT Support Specialist,18,40101
37,Female,Bachelor,Research Analyst,15,45918
47,Female,Bachelor,Operations Manager,5,45614
44,Female,Bachelor,Product Manager,7,57728
45,Female,Master,Customer Support,16,26249
35,Female,Master,Customer Support,5,18722
38,Male,Bachelor,Data Scientist,17,57123
39,Female,Master,Network Engineer,4,30520
22,Male,Diploma,Graphic Designer,1,21331
35,Male,Bachelor,Accountant,7,35094
22,Other,Bachelor,System Administrator,1,25700
58,Male,Bachelor,Legal Advisor,12,38644
25,Male,Master,Customer Support,0,15000
23,Male,Bachelor,Marketing Manager,1,31126
59,Male,Bachelor,Electrical Engineer,13,39003
42,Male,Bachelor,Network Engineer,17,43600
40,Female,Bachelor,Mechanical Engineer,14,34065
38,Female,High School,Teacher,1,20900
45,Female,Bachelor,Customer Support,2,16476
41,Male,Diploma,IT Support Specialist,19,48118
55,Male,Master,Accountant,31,65050
35,Male,Master,Project Manager,10,59281
24,Female,Bachelor,Teacher,3,22788
46,Female,Bachelor,Software Engineer,16,49172
52,Female,Master,Data Scientist,28,68599
35,Male,Master,System Administrator,7,31578
56,Male,Bachelor,Research Analyst,20,53596
29,Male,Diploma,Software Engineer,0,30000
59,Female,Bachelor,Financial Analyst,25,44467
43,Male,Bachelor,Mechanical Engineer,17,36241
52,Male,Bachelor,Network Engineer,28,46171
50,Male,High School,Network Engineer,8,29188
48,Female,Bachelor,Legal Advisor,28,70128
50,Male,PhD,Mechanical Engineer,7,32452
21,Male,Master,UI/UX Designer,0,25000
22,Male,Master,Customer Support,1,15554
49,Male,Master,UI/UX Designer,22,37210
51,Female,Bachelor,Network Engineer,2,26736
41,Male,Bachelor,Sales Executive,10,32273
32,Female,Bachelor,HR Manager,10,49117
33,Male,Bachelor,Content Writer,11,30273
31,Male,Bachelor,Accountant,5,29142
54,Male,Bachelor,Research Analyst,25,40950
45,Male,Bachelor,UI/UX Designer,0,25000
49,Female,Bachelor,Mechanical Engineer,19,53069
32,Male,Bachelor,Accountant,2,27240
35,Male,Bachelor,HR Manager,5,41820
37,Male,Master,Sales Executive,15,40305
21,Female,Master,Operations Manager,1,40895
41,Male,Master,Software Engineer,19,49484
28,Male,Master,Network Engineer,6,31912
36,Female,Master,Accountant,10,32000
51,Male,Master,UI/UX Designer,17,49723
47,Other,Bachelor,Software Engineer,17,43515
36,Male,Bachelor,Electrical Engineer,12,31480
32,Male,Bachelor,Business Analyst,2,31048
26,Female,Bachelor,Electrical Engineer,1,26116
50,Female,Bachelor,Project Manager,14,65872
41,Male,PhD,Legal Advisor,4,32334
25,Male,Master,Data Scientist,0,40000
30,Male,Master,Electrical Engineer,0,25000
58,Male,Bachelor,Accountant,9,32015
53,Male,Diploma,Accountant,27,62067
47,Male,Diploma,Mechanical Engineer,21,38644
25,Male,Master,Graphic Designer,0,20000
23,Female,Bachelor,Operations Manager,1,40706
28,Female,Bachelor,Operations Manager,2,41863
57,Male,Bachelor,Mechanical Engineer,2,26414
53,Female,Diploma,Network Engineer,26,49050
32,Male,Master,Accountant,3,28122
31,Male,PhD,System Administrator,11,30733
48,Male,Master,Graphic Designer,22,46298
47,Male,PhD,Sales Executive,5,27428
28,Male,Diploma,Network Engineer,4,29558
32,Male,Bachelor,Electrical Engineer,2,27315
54,Male,Bachelor,Data Scientist,9,53049
54,Male,PhD,Network Engineer,23,53883
60,Male,Bachelor,Operations Manager,29,66593
26,Male,Bachelor,Sales Executive,5,26885
60,Female,Master,HR Manager,0,35000
26,Male,Bachelor,Network Engineer,5,30744
46,Male,Bachelor,Data Scientist,3,42926
26,Female,Bachelor,Product Manager,5,54604
55,Female,Bachelor,Marketing Manager,2,32127
46,Male,Master,Legal Advisor,3,34429
35,Male,Master,Project Manager,2,52960
25,Female,Bachelor,Product Manager,1,51326
27,Male,Bachelor,Customer Support,5,21593
56,Male,Bachelor,Customer Support,36,34147
59,Female,Bachelor,Operations Manager,20,56204
36,Male,Bachelor,Marketing Manager,1,31172
42,Male,Master,Network Engineer,16,36461
31,Male,Bachelor,Legal Advisor,11,41275
50,Male,Bachelor,Project Manager,15,58484
43,Female,PhD,Marketing Manager,11,42891
23,Female,Bachelor,Customer Support,1,16138
42,Female,Bachelor,HR Manager,16,51566
56,Male,Bachelor,Business Analyst,30,51684
54,Other,Bachelor,Research Analyst,10,31871
55,Female,High School,Customer Support,28,44991
53,Female,Bachelor,Operations Manager,14,51160
51,Male,Bachelor,Sales Executive,25,36185
29,Male,Master,Data Scientist,4,42388
40,Female,Master,HR Manager,5,40426
37,Male,Bachelor,Electrical Engineer,6,29567
45,Female,Bachelor,Teacher,16,36967
43,Female,Master,Operations Manager,13,55717
26,Male,Master,Financial Analyst,1,30611
49,Male,Bachelor,Operations Manager,16,54862
51,Female,Bachelor,Accountant,11,37477
43,Male,Master,System Administrator,4,27761
32,Female,Bachelor,Network Engineer,6,30874
57,Male,Master,Graphic Designer,18,36492
34,Female,Bachelor,Network Engineer,8,32812
38,Male,Bachelor,IT Support Specialist,17,37375
26,Male,Diploma,Financial Analyst,3,34168
36,Male,Master,Sales Executive,14,34835
42,Male,Bachelor,Business Analyst,13,47914
52,Male,Bachelor,Customer Support,12,30231
48,Female,Master,Network Engineer,26,43156
45,Female,Bachelor,System Administrator,23,38741
43,Male,Bachelor,Graphic Designer,1,20865
51,Male,Bachelor,Software Engineer,3,33284
27,Male,Bachelor,HR Manager,5,40465
28,Male,Bachelor,Operations Manager,5,44847
27,Female,Master,Civil Engineer,2,27430
29,Male,Master,Financial Analyst,6,33735
30,Female,Master,Research Analyst,0,25000
48,Female,Bachelor,Civil Engineer,14,39232
38,Male,Bachelor,Mechanical Engineer,12,34342
37,Male,Master,Accountant,16,40607
26,Female,Bachelor,System Administrator,4,28931
42,Male,Bachelor,Graphic Designer,0,20000
56,Male,Bachelor,System Administrator,25,56021
39,Female,PhD,Business Analyst,10,36466
25,Female,Master,Customer Support,1,16405
46,Female,Bachelor,Content Writer,7,28072
51,Male,Master,IT Support Specialist,6,26285
43,Male,Bachelor,System Administrator,15,36383
30,Female,Bachelor,Software Engineer,0,30000
43,Female,Master,Financial Analyst,10,37643
59,Female,Diploma,System Administrator,8,35387
23,Male,Bachelor,Network Engineer,0,25000
57,Female,Bachelor,Research Analyst,11,34410
31,Male,Bachelor,Customer Support,5,18719
46,Female,Master,Mechanical Engineer,1,26294
24,Male,Master,Teacher,1,20788
57,Male,Master,Sales Executive,12,27249
56,Female,Bachelor,UI/UX Designer,12,41543
47,Female,Bachelor,Marketing Manager,26,57415
44,Other,Master,Content Writer,2,20459
45,Male,Master,Teacher,3,23584
51,Male,Master,Legal Advisor,11,38222
37,Male,Bachelor,Mechanical Engineer,1,25956
36,Female,Bachelor,Customer Support,14,34552
57,Male,Bachelor,IT Support Specialist,36,64073
51,Female,Bachelor,HR Manager,22,61265
28,Male,Master,IT Support Specialist,7,27749
53,Female,Diploma,Business Analyst,1,31431
26,Male,High School,Data Scientist,2,41659
54,Female,Diploma,System Administrator,2,26471
34,Male,Bachelor,HR Manager,2,37931
26,Male,Bachelor,Network Engineer,1,25664
44,Male,Bachelor,Content Writer,11,28263
34,Male,Bachelor,Teacher,1,21083
23,Female,High School,Research Analyst,2,27447
56,Male,Bachelor,Customer Support,31,39998
37,Male,Master,UI/UX Designer,7,34880
26,Male,Diploma,Data Scientist,5,44960
55,Male,Master,Network Engineer,8,35430
36,Female,Bachelor,HR Manager,10,49726
40,Male,Bachelor,Marketing Manager,15,40232
56,Female,Bachelor,Accountant,21,44045
31,Other,Bachelor,IT Support Specialist,6,25338
22,Male,Master,Project Manager,0,50000
53,Male,Master,Content Writer,24,51080
25,Male,High School,Product Manager,1,51279
51,Female,Master,Operations Manager,28,74533
22,Female,Bachelor,IT Support Specialist,1,20509
53,Male,Bachelor,Sales Executive,25,56250
23,Male,PhD,Financial Analyst,2,31258
46,Male,Bachelor,Sales Executive,17,40032
54,Male,Master,Civil Engineer,18,41100
27,Male,Bachelor,Software Engineer,2,31428
45,Male,Bachelor,Legal Advisor,4,34359
41,Female,Bachelor,HR Manager,14,45658
43,Other,Master,UI/UX Designer,1,25810
35,Male,Master,Research Analyst,7,32390
41,Female,Diploma,Customer Support,20,43193
24,Male,Bachelor,Financial Analyst,3,32335
45,Female,Master,Product Manager,22,77252
43,Male,Bachelor,Teacher,3,23188
52,Male,High School,Civil Engineer,26,54752
56,Male,High School,Sales Executive,16,41244
38,Female,Master,Project Manager,18,69217
32,Male,Bachelor,Mechanical Engineer,7,34264
37,Male,Bachelor,Civil Engineer,11,38592
59,Female,Bachelor,Operations Manager,16,60563
35,Female,Bachelor,Electrical Engineer,10,30509
54,Male,Master,Customer Support,17,31008
29,Male,Master,Research Analyst,1,25650
44,Female,Bachelor,HR Manager,22,64468
28,Male,Master,Graphic Designer,1,21465
44,Male,Bachelor,Marketing Manager,11,43683
31,Female,Master,Data Scientist,2,41045
47,Other,Bachelor,Business Analyst,26,53992
35,Male,Master,UI/UX Designer,2,27364
60,Female,Bachelor,Accountant,27,45566
42,Male,Master,System Administrator,19,44900
48,Female,Master,Customer Support,15,25376
43,Male,Master,Customer Support,7,20693
46,Female,High School,Sales Executive,18,39731
59,Male,Diploma,Customer Support,7,23507
52,Male,Master,Research Analyst,4,28607
23,Female,Master,System Administrator,1,25971
57,Female,Bachelor,System Administrator,24,49300
35,Female,Bachelor,Graphic Designer,4,24562
22,Male,Master,Project Manager,1,50737
57,Male,Bachelor,IT Support Specialist,13,29642
59,Male,High School,Network Engineer,16,48874
58,Male,Bachelor,Customer Support,0,15000
38,Female,Master,Mechanical Engineer,4,29478
22,Male,Bachelor,Research Analyst,2,26117
34,Male,Bachelor,Customer Support,3,16883
44,Female,Bachelor,Data Scientist,7,48937
38,Male,Master,Data Scientist,16,52161
51,Female,Bachelor,Sales Executive,10,33548
36,Male,Bachelor,Software Engineer,14,43443
56,Female,Master,Software Engineer,12,44216
34,Female,Master,Sales Executive,13,30651
22,Male,Master,Accountant,2,27497
42,Female,Master,HR Manager,22,62680
29,Female,Master,Data Scientist,9,45929
56,Female,Master,Operations Manager,28,70274
50,Male,Bachelor,Graphic Designer,23,46063
22,Male,Master,Financial Analyst,1,30979
43,Male,Master,Network Engineer,0,25000
48,Female,Master,Graphic Designer,15,36241
51,Male,High School,Mechanical Engineer,5,32304
50,Female,Bachelor,Research Analyst,11,36999
30,Female,Bachelor,Legal Advisor,8,41336
21,Female,Master,HR Manager,0,35000
22,Male,Bachelor,Legal Advisor,2,31764
21,Male,Master,IT Support Specialist,1,21043
53,Male,Master,HR Manager,14,48145
50,Female,Bachelor,System Administrator,9,35578
51,Female,Bachelor,Project Manager,0,50000
32,Female,Bachelor,Legal Advisor,9,38093
36,Male,Bachelor,Legal Advisor,1,31198
41,Male,Master,Marketing Manager,21,50581
50,Female,Bachelor,UI/UX Designer,14,32141
32,Female,Master,Financial Analyst,1,31455
38,Female,Master,System Administrator,18,46599
43,Male,Master,Sales Executive,9,31708
43,Male,Bachelor,Project Manager,1,51247
37,Female,Bachelor,IT Support Specialist,1,21390
57,Male,Master,Graphic Designer,29,57157
27,Female,Master,Research Analyst,6,33398
35,Female,Bachelor,Legal Advisor,11,42502
28,Male,Bachelor,UI/UX Designer,1,26205
59,Male,Diploma,Graphic Designer,29,46032
47,Male,Master,System Administrator,6,33227
30,Female,Bachelor,Graphic Designer,5,26406
30,Male,Bachelor,Content Writer,6,23641
51,Male,Diploma,Operations Manager,17,61808
60,Female,Bachelor,UI/UX Designer,33,60367
47,Female,Bachelor,Data Scientist,16,49275
55,Female,Master,HR Manager,13,41778
41,Female,Bachelor,Data Scientist,18,59456
45,Male,Bachelor,Graphic Designer,11,29724
31,Male,Diploma,Customer Support,9,24849
60,Female,Bachelor,HR Manager,0,35000
55,Other,PhD,IT Support Specialist,20,36704
54,Female,Master,Operations Manager,23,57401
32,Male,Bachelor,Electrical Engineer,3,26753
30,Male,Diploma,Project Manager,7,53938
32,Other,Master,Content Writer,12,34286
37,Male,Master,Electrical Engineer,15,38029
30,Female,Diploma,Civil Engineer,5,27540
34,Male,Bachelor,Network Engineer,13,41413
45,Male,Diploma,Civil Engineer,4,28993
37,Other,Bachelor,HR Manager,12,47731
58,Male,Master,Teacher,13,30054
29,Male,Bachelor,System Administrator,9,33112
32,Male,High School,Network Engineer,12,31583
37,Female,Bachelor,Research Analyst,11,34376
53,Male,Bachelor,Financial Analyst,25,62191
30,Female,Bachelor,System Administrator,6,33964
47,Female,Diploma,Graphic Designer,11,31816
44,Male,Bachelor,Network Engineer,9,33113
47,Female,Bachelor,Graphic Designer,6,25493
44,Male,Bachelor,Mechanical Engineer,7,32233
29,Female,Master,Software Engineer,2,32461
25,Female,Bachelor,Mechanical Engineer,5,29933
32,Male,Master,Data Scientist,7,46534
58,Male,Master,Marketing Manager,13,36931
23,Female,Bachelor,Operations Manager,3,41814
60,Female,Bachelor,Mechanical Engineer,0,25000
33,Female,Master,Financial Analyst,1,31244
55,Female,Master,IT Support Specialist,8,30358
37,Male,Bachelor,Teacher,11,36196
36,Male,Bachelor,UI/UX Designer,0,25000
43,Male,Bachelor,Civil Engineer,5,29922
38,Male,Master,Operations Manager,0,40000
32,Female,Master,Data Scientist,5,45187
30,Female,Master,HR Manager,1,36186
24,Male,PhD,Accountant,4,27638
58,Male,Bachelor,Marketing Manager,31,56580
42,Female,Bachelor,Project Manager,18,70901
59,Male,Bachelor,Financial Analyst,13,45598
51,Female,Bachelor,Product Manager,19,62528
37,Male,Bachelor,UI/UX Designer,7,34817
27,Male,Bachelor,Sales Executive,3,22729
21,Female,Master,Business Analyst,1,31372
36,Male,Master,Civil Engineer,10,34482
53,Female,Diploma,Content Writer,14,27964
25,Male,Master,Civil Engineer,0,25000
59,Male,Bachelor,Content Writer,37,46908
26,Female,Bachelor,Project Manager,5,57309
49,Male,Bachelor,IT Support Specialist,20,47397
40,Male,Master,Teacher,7,29052
57,Male,Master,Accountant,21,46530
46,Female,PhD,Mechanical Engineer,17,37524
55,Female,Master,Product Manager,17,66054
24,Other,Bachelor,Research Analyst,2,26461
34,Female,Master,HR Manager,13,53639
38,Female,Bachelor,Accountant,5,27575
54,Male,Bachelor,Teacher,28,58346
58,Female,Master,Software Engineer,22,52393
55,Male,Master,Product Manager,20,76670
50,Male,Diploma,Sales Executive,29,35347
35,Female,PhD,Marketing Manager,15,47813
33,Female,Master,Data Scientist,11,52257
41,Male,Bachelor,UI/UX Designer,12,38459
48,Male,Master,UI/UX Designer,11,32689
37,Male,Diploma,Customer Support,9,27113
27,Female,High School,Electrical Engineer,1,25870
37,Male,Bachelor,Network Engineer,16,39484
44,Male,Bachelor,Teacher,21,47196
45,Female,High School,Data Scientist,21,56579
60,Male,Master,Marketing Manager,12,47361
43,Other,Bachelor,Network Engineer,10,34046
56,Male,High School,Business Analyst,1,31064
41,Female,Bachelor,Legal Advisor,3,32607
34,Female,Bachelor,Research Analyst,2,26962
59,Male,Master,Product Manager,3,52670
55,Male,Master,Teacher,26,35559
23,Female,Master,Civil Engineer,1,25788
50,Male,Master,Sales Executive,2,22094
42,Female,Bachelor,UI/UX Designer,20,47382
21,Male,Bachelor,Financial Analyst,0,30000
28,Female,Master,IT Support Specialist,0,20000
57,Other,Master,Accountant,5,27619
51,Female,Bachelor,Graphic Designer,10,30429
38,Male,Bachelor,Research Analyst,10,30828
22,Male,Bachelor,Data Scientist,0,40000
55,Female,Bachelor,Operations Manager,21,59090
23,Female,Bachelor,Data Scientist,0,40000
57,Male,Master,HR Manager,33,74746
54,Female,Bachelor,Project Manager,18,59024
58,Female,Bachelor,Operations Manager,38,79745
45,Male,Bachelor,Content Writer,12,31490
30,Female,Bachelor,Business Analyst,5,36057
43,Female,PhD,Operations Manager,4,45501
54,Male,Diploma,Operations Manager,32,67960
29,Female,Diploma,Graphic Designer,8,31359
56,Other,Master,Accountant,36,49700
54,Male,Master,Content Writer,23,48407
24,Male,Bachelor,Teacher,4,25172
22,Male,Diploma,HR Manager,1,35906
28,Male,Bachelor,Teacher,8,31300
58,Female,Bachelor,Project Manager,33,74692
27,Female,Bachelor,Research Analyst,6,31787
30,Female,Bachelor,Network Engineer,5,31755
44,Female,Bachelor,Product Manager,10,61893
43,Male,Bachelor,Customer Support,3,18479
47,Male,Bachelor,Mechanical Engineer,21,55238
29,Male,Bachelor,Content Writer,5,21546
52,Male,Master,Content Writer,26,46401
40,Male,Bachelor,Electrical Engineer,11,32067
42,Female,Bachelor,UI/UX Designer,2,26858
23,Female,Bachelor,Customer Support,0,15000
22,Male,Bachelor,Financial Analyst,2,31886
25,Male,Master,Business Analyst,4,33227
32,Male,Master,Financial Analyst,1,30943
25,Female,Bachelor,Project Manager,2,51696
59,Female,Bachelor,Business Analyst,14,44745
47,Female,Bachelor,Marketing Manager,15,51400
31,Male,Master,Data Scientist,2,41998
34,Female,Bachelor,Legal Advisor,11,36457
26,Male,Bachelor,Marketing Manager,4,34174
46,Female,Bachelor,Financial Analyst,8,39963
52,Female,Bachelor,Financial Analyst,18,49096
42,Male,Master,Civil Engineer,16,36048
54,Male,Diploma,Marketing Manager,23,62118
22,Female,Bachelor,HR Manager,1,36113
56,Female,Bachelor,Business Analyst,36,78922
47,Male,Bachelor,Research Analyst,14,43626
26,Female,Master,Business Analyst,5,34313
58,Female,Bachelor,Civil Engineer,22,40029
41,Female,Bachelor,Content Writer,13,27321
52,Male,Master,Electrical Engineer,8,34553
52,Female,Bachelor,Data Scientist,22,59637
50,Male,PhD,HR Manager,0,35000
58,Male,Diploma,Teacher,27,45084
39,Female,Master,Civil Engineer,16,48011
46,Other,Master,Electrical Engineer,18,34871
56,Female,Bachelor,Data Scientist,29,71081
23,Female,Master,Content Writer,3,20898
27,Male,PhD,Software Engineer,2,31202
59,Male,Bachelor,Electrical Engineer,5,30917
60,Female,Master,Civil Engineer,17,35895
44,Male,Master,Mechanical Engineer,17,45607
35,Male,Bachelor,Software Engineer,5,37004
52,Female,Master,Network Engineer,4,27608
25,Male,Bachelor,Network Engineer,5,28038
57,Male,Master,Marketing Manager,16,51440
24,Male,High School,Content Writer,0,18000
59,Female,Bachelor,Legal Advisor,24,43523
41,Female,Bachelor,Network Engineer,2,27842
55,Female,Bachelor,Legal Advisor,3,34263
48,Male,Bachelor,UI/UX Designer,9,31808
45,Male,Master,Customer Support,24,35946
29,Male,Master,Financial Analyst,3,33187
42,Male,Bachelor,Legal Advisor,20,49805
56,Female,Bachelor,UI/UX Designer,3,26558
24,Male,Bachelor,Software Engineer,4,35918
30,Male,Bachelor,Graphic Designer,10,31224
47,Male,Bachelor,Customer Support,13,28855
44,Male,Bachelor,IT Support Specialist,21,41978
25,Male,Bachelor,Mechanical Engineer,5,30269
23,Female,Bachelor,Business Analyst,3,33959
56,Male,Bachelor,Data Scientist,17,54589
48,Male,Master,HR Manager,2,36569
27,Female,Master,Graphic Designer,1,20548
35,Male,PhD,UI/UX Designer,15,37287
45,Female,Bachelor,Teacher,24,49033
48,Female,Master,Product Manager,23,81733
37,Female,PhD,HR Manager,17,45522
40,Male,Bachelor,Content Writer,20,46548
24,Female,Bachelor,Electrical Engineer,3,26886
25,Female,Master,Teacher,4,23982
48,Male,Master,HR Manager,22,62855
28,Female,Master,Electrical Engineer,2,26226
31,Male,Diploma,Customer Support,8,26085
57,Male,Bachelor,Project Manager,33,77270
42,Male,Bachelor,Business Analyst,14,42644
38,Female,Master,Research Analyst,15,33702
60,Female,Bachelor,HR Manager,20,61507
41,Female,Bachelor,Customer Support,3,19014
35,Other,Bachelor,Teacher,12,34007
38,Female,Master,HR Manager,0,35000
55,Male,High School,Sales Executive,32,66464
31,Male,Master,Content Writer,1,19358
60,Other,Diploma,IT Support Specialist,22,44933
24,Female,Diploma,Operations Manager,2,41081
24,Male,Bachelor,Product Manager,0,50000
47,Other,Master,Customer Support,7,22844
56,Female,High School,Operations Manager,35,67658
56,Female,High School,Data Scientist,30,84636
50,Female,Bachelor,Mechanical Engineer,1,26436
